Track,Artist,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Genre
The Heart from Your Hate,Trivium,2017,243853,4,0.582,0.928,10,-4.659,0,0.0635,0.00876,0.00000503,0.297,0.565,113.043,63,Metal
Shoot 'Em Down,Twisted Sister,1982,234000,4,0.514,0.934,9,-5.03,1,0.0839,0.0212,0,0.672,0.551,140.963,13,Metal
I Am (I'm Me),Twisted Sister,1983,215000,3,0.375,0.639,11,-11.314,1,0.0331,0.00148,0,0.0718,0.587,138.208,33,Metal
You Can't Stop Rock 'N' Roll,Twisted Sister,1983,282000,4,0.24,0.979,2,-3.06,1,0.118,0.000544,0.0000121,0.178,0.308,192.099,42,Metal
Burn in Hell,Twisted Sister,1984,283000,4,0.357,0.828,4,-12.136,0,0.0482,0.00151,0.000527,0.345,0.624,107.126,48,Metal
I Wanna Rock,Twisted Sister,1984,179000,4,0.504,0.911,2,-2.97,1,0.0738,0.00512,0.0123,0.355,0.671,106.244,70,Metal
S.M.F.,Twisted Sister,1984,180000,4,0.406,0.744,9,-11.444,1,0.0399,0.0171,0.000156,0.118,0.389,140.612,31,Metal
Stay Hungry,Twisted Sister,1984,183000,4,0.355,0.991,2,-3.055,1,0.162,0.0000223,0.0000954,0.122,0.273,131.478,44,Metal
The Price,Twisted Sister,1984,229000,4,0.503,0.56,5,-12.044,1,0.03,0.0382,0,0.059,0.548,77.865,56,Metal
We're Not Gonna Take It,Twisted Sister,1984,219000,4,0.502,0.924,4,-6.299,1,0.0503,0.0127,0,0.162,0.922,149.186,72,Metal
Leader of the Pack,Twisted Sister,1985,225000,4,0.604,0.592,8,-13.002,1,0.0347,0.0108,0.00000108,0.194,0.376,127.905,38,Metal
Doctor Doctor - 2007 Remaster,UFO,1974,252453,4,0.361,0.799,2,-6.962,0,0.0392,0.000173,0.0000913,0.496,0.576,143.077,60,Metal
Rock Bottom - 2007 Remaster,UFO,1974,389333,4,0.256,0.863,5,-6.582,1,0.106,0.0000349,0.00408,0.364,0.519,158.936,52,Metal
Cherry - 2008 Remaster,UFO,1977,214093,4,0.617,0.544,7,-10.902,1,0.0378,0.0665,0.00042,0.0956,0.153,132.137,23,Metal
Lights Out - 2008 Remaster,UFO,1977,275226,4,0.304,0.919,11,-6.071,0,0.119,0.00000325,0.74,0.332,0.536,153.833,48,Metal
Love to Love - 2008 Remaster,UFO,1977,436786,3,0.358,0.652,4,-8.206,0,0.0317,0.0017,0.0218,0.123,0.0625,129.864,39,Metal
Space Child - 2007 Remaster,UFO,1977,241533,3,0.436,0.494,2,-7.012,1,0.0366,0.0164,0.0177,0.0726,0.624,127.618,50,Metal
Too Hot to Handle - 2008 Remaster,UFO,1977,217866,4,0.499,0.896,9,-6.675,1,0.0442,0.00214,0.00699,0.178,0.829,128.426,45,Metal
Shoot Shoot - 2007 Remaster,UFO,1978,219893,4,0.475,0.912,2,-7.023,1,0.058,0.0000378,0.0000225,0.0806,0.592,137.805,29,Metal
Only You Can Rock Me - 2008 Remaster,UFO,2008,248520,4,0.361,0.795,6,-7.927,0,0.0401,0.000428,0.00133,0.0775,0.517,126.568,39,Metal
Ain't Talkin' 'Bout Love,Van Halen,1978,227000,4,0.518,0.938,8,-5.964,0,0.0416,0.021,0.000305,0.288,0.71,139.138,67,Metal
Eruption,Van Halen,1978,102000,4,0.225,0.689,8,-9.12,1,0.0555,0.469,0.813,0.337,0.5,93.798,64,Metal
Runnin' with the Devil,Van Halen,1978,214000,4,0.472,0.9,8,-6.406,0,0.0582,0.148,0.000297,0.34,0.42,95.826,69,Metal
Dance the Night Away,Van Halen,1979,188000,4,0.548,0.843,8,-7.32,1,0.0597,0.0373,0.00000126,0.0536,0.719,129.661,64,Metal
Unchained,Van Halen,1981,209000,4,0.528,0.875,1,-5.912,1,0.0436,0.0145,0,0.138,0.479,136.83,57,Metal
Hot for Teacher,Van Halen,1984,282000,4,0.552,0.947,2,-4.671,1,0.15,0.000652,0.00025,0.0637,0.465,127.631,65,Metal
I'll Wait,Van Halen,1984,280000,4,0.626,0.852,2,-4.575,0,0.036,0.232,0.00000417,0.501,0.864,115.401,54,Metal
Jump,Van Halen,1984,241000,4,0.572,0.835,0,-6.219,1,0.0317,0.171,0.000377,0.0702,0.795,129.981,76,Metal
Panama,Van Halen,1984,210000,4,0.526,0.978,8,-5.436,1,0.108,0.00122,0.0000475,0.0744,0.451,141.167,73,Metal
Why Can't This Be Love,Van Halen,1986,227000,4,0.547,0.671,0,-11.274,1,0.054,0.0486,0,0.0875,0.636,88.445,38,Metal
Welcome to Hell,Venom,1981,193200,4,0.16,0.976,6,-9.157,1,0.0569,0.00132,0.172,0.276,0.095,177.111,41,Metal
Black Metal,Venom,1982,224160,4,0.265,0.756,1,-12.136,1,0.0571,0.000939,0.0000132,0.201,0.444,80.076,44,Metal
"Bloodlust (7"" Version)",Venom,1982,179066,4,0.0742,0.897,8,-8.852,0,0.0702,0.000379,0.127,0.0938,0.207,200.479,24,Metal
"In League with Satan (7"" Version)",Venom,1982,211333,4,0.48,0.828,1,-13.317,1,0.0601,0.0921,0.00229,0.831,0.212,105.554,38,Metal
Witching Hour,Venom,1984,220026,4,0.131,0.916,1,-10.552,1,0.0761,0.00276,0.286,0.173,0.0349,145.95,34,Metal
Countess Bathory,Venom,1985,228200,4,0.308,0.821,1,-11.326,1,0.0411,0.0000103,0.000145,0.376,0.234,68.605,38,Metal
Possessed,Venom,1985,291733,4,0.202,0.831,7,-9.98,1,0.106,0.00243,0.00906,0.0543,0.0916,117.144,13,Metal
Prime Evil,Venom,1989,281160,4,0.437,0.731,4,-12.401,0,0.0487,0.0000118,0.908,0.343,0.34,110.743,18,Metal
Still Counting,Volbeat,2008,261812,4,0.309,0.919,2,-3.131,1,0.0609,0.00039,0.000225,0.424,0.322,103.89,72,Metal
A Warrior's Call,Volbeat,2010,263080,3,0.373,0.903,10,-4.49,1,0.083,0.00077,0.00000586,0.244,0.43,109.121,66,Metal
Lola Montez,Volbeat,2010,267680,4,0.513,0.875,2,-4.819,1,0.0336,0.000139,0.0000328,0.0715,0.677,151.986,56,Metal
Cape Of Our Hero,Volbeat,2013,229093,4,0.515,0.954,0,-4.76,1,0.0444,0.000114,0.0000327,0.111,0.534,104.28,39,Metal
For Evigt,Volbeat,2013,283366,4,0.506,0.893,2,-3.896,1,0.046,0.000309,0,0.118,0.415,146.971,50,Metal
Heaven Nor Hell,Volbeat,2013,322613,4,0.411,0.767,3,-4.211,1,0.056,0.000621,0.00842,0.134,0.659,134.408,58,Metal
Fallen,Volbeat,2016,300093,4,0.315,0.744,2,-4.609,1,0.059,0.000219,0.000433,0.106,0.532,72.55,59,Metal
The Devil's Bleeding Crown,Volbeat,2016,238653,3,0.32,0.909,7,-4.612,1,0.0412,0.0000162,0.139,0.0443,0.21,109.649,60,Metal
I Wanna Be Somebody,W.A.S.P.,1984,223533,4,0.285,0.825,1,-7.049,0,0.0466,0.000826,0,0.268,0.516,164.611,56,Metal
Blind In Texas,W.A.S.P.,1985,261239,4,0.197,0.857,1,-6.986,1,0.0441,0.0114,0.000482,0.0758,0.699,172.564,43,Metal
Wild Child,W.A.S.P.,1985,312400,4,0.372,0.857,5,-7.816,0,0.0461,0.0604,0.0000942,0.187,0.389,146.084,55,Metal
Scream Until You Like It - Live,W.A.S.P.,1986,203893,4,0.492,0.955,10,-4.499,0,0.0505,0.000468,0.0000051,0.234,0.602,142.385,28,Metal
Mean Man,W.A.S.P.,1989,287764,4,0.297,0.987,0,-5.533,1,0.0495,0.000581,0.892,0.473,0.653,168.139,44,Metal
Chainsaw Charlie(Murders In The New Morgue),W.A.S.P.,1992,523346,4,0.232,0.961,5,-7.454,0,0.161,0.0000353,0.158,0.157,0.297,154.418,38,Metal
Heaven's Hung in Black,W.A.S.P.,1992,434240,4,0.144,0.864,10,-4.006,0,0.0951,0.0116,0.000266,0.118,0.0657,188.151,39,Metal
I'm Your Boogieman,White Zombie,1985,267573,4,0.645,0.985,1,-3.715,1,0.111,0.00113,0.0102,0.223,0.446,113.934,38,Metal
Black Sunshine,White Zombie,1992,289000,4,0.526,0.918,9,-10.879,1,0.0722,0.00213,0.0751,0.25,0.318,166.669,51,Metal
"Electric Head,Part 1 (The Agony)",White Zombie,1992,294626,4,0.535,0.964,1,-5.488,1,0.201,0.000123,0.659,0.622,0.0668,139.73,46,Metal
"Electric Head,Part 2 (The Ecstasy)",White Zombie,1992,233720,4,0.552,0.973,3,-6.091,0,0.0646,0.00000727,0.498,0.099,0.455,120.306,44,Metal
Thunder Kiss '65,White Zombie,1992,234080,4,0.684,0.851,9,-9.792,1,0.0407,0.000613,0.0029,0.535,0.512,112.662,64,Metal
Feed The Gods,White Zombie,1995,270000,4,0.339,0.957,1,-4.163,1,0.117,0.0000324,0.775,0.303,0.211,125.848,43,Metal
More Human Than Human,White Zombie,1995,268760,4,0.673,0.911,1,-6.725,1,0.0707,0.000367,0.628,0.101,0.54,101.467,59,Metal
Super Charger Heaven,White Zombie,1995,217533,4,0.411,0.954,1,-5.08,1,0.113,0.0000261,0.33,0.104,0.54,183.958,52,Metal
Here I Go Again,Whitesnake,1982,308000,4,0.234,0.75,4,-7.034,0,0.0738,0.369,0.000805,0.139,0.316,173.81,54,Metal
Love Ain't No Stranger,Whitesnake,1984,253000,4,0.371,0.557,11,-14.184,0,0.0502,0.0981,0.000318,0.115,0.281,125.823,37,Metal
Slide It In,Whitesnake,1984,200000,4,0.578,0.871,2,-12.511,1,0.0447,0.00492,0.00209,0.105,0.479,130.203,38,Metal
Slow an' Easy,Whitesnake,1984,369000,4,0.63,0.546,0,-14.802,1,0.0443,0.21,0.00969,0.0632,0.258,106.215,42,Metal
Crying in the Rain - 1987 Version; 2018 Remaster,Whitesnake,1987,337000,3,0.319,0.905,4,-7.232,0,0.099,0.000509,0.0000288,0.358,0.234,128.241,35,Metal
Give Me All Your Love - 2018 Remaster,Whitesnake,1987,208000,1,0.196,0.936,9,-6.401,0,0.113,0.000895,0.000109,0.0827,0.152,102.731,37,Metal
Is This Love - 2018 Remaster,Whitesnake,1987,284000,4,0.263,0.759,0,-7.288,1,0.0431,0.0555,0,0.231,0.429,179.904,57,Metal
Still of the Night - 2018 Remaster,Whitesnake,1987,397000,4,0.334,0.854,4,-7.531,0,0.0494,0.00235,0.00114,0.158,0.284,100.175,55,Metal
Fool for Your Loving - 2019 Remaster,Whitesnake,1989,250000,4,0.489,0.897,9,-6.871,0,0.0412,0.00096,0.0000597,0.166,0.418,125.683,26,Metal
The Deeper the Love - 2019 Remaster,Whitesnake,1989,259000,4,0.537,0.662,9,-7.52,1,0.0286,0.000611,0.00000143,0.0863,0.471,104.977,47,Metal
Black Star,Yngwie Malmsteen,1984,291133,4,0.316,0.732,11,-14.023,1,0.0477,0.00271,0.166,0.0749,0.471,146.072,43,Metal
Heaven Tonight,Yngwie Malmsteen,1984,246066,4,0.433,0.888,5,-9.37,0,0.102,0.358,0,0.313,0.358,126.919,39,Metal
Rising Force,Yngwie Malmsteen,1984,264066,4,0.321,0.958,8,-10.495,1,0.0872,0.103,0.0000743,0.0994,0.106,117.875,46,Metal
Dreaming (Tell Me),Yngwie Malmsteen,1985,319906,4,0.331,0.474,1,-11.602,0,0.0324,0.363,0.000952,0.0434,0.338,118.001,38,Metal
Trilogy Suite Op: 5,Yngwie Malmsteen,1995,437000,4,0.272,0.724,1,-15.163,1,0.0842,0.00136,0.855,0.396,0.152,130.205,37,Metal
"You Don't Remember,I'll Never Forget",Yngwie Malmsteen,1995,269733,4,0.461,0.785,8,-12.12,0,0.0567,0.000957,0.648,0.612,0.424,107.01,43,Metal
Far Beyond The Sun,Yngwie Malmsteen,1998,350026,4,0.152,0.762,5,-13.985,0,0.0956,0.0061,0.823,0.244,0.481,84.048,43,Metal
Facing The Animal,Yngwie Malmsteen,1999,277400,4,0.282,0.912,8,-6.945,1,0.166,0.000601,0.272,0.072,0.526,203.639,23,Metal
Cupid,112,1997,243000,4,0.72,0.744,1,-6.938,0,0.12,0.237,0,0.255,0.619,78.953,76,Pop
Get It Together,702,1997,250000,4,0.781,0.721,5,-9.133,0,0.0514,0.0945,0.391,0.104,0.849,123.011,68,Pop
Where My Girls At?,702,1999,166000,4,0.705,0.725,4,-7.435,1,0.0506,0.0352,0.0149,0.194,0.76,92.186,60,Pop
Second Chance,.38 Special,1989,222000,4,0.46,0.796,0,-4.501,0,0.0333,0.00107,0,0.106,0.182,100.011,69,Pop
I Want You Back,‘N Sync,1998,176000,4,0.469,0.538,8,-13.559,1,0.0575,0.305,0.000114,0.37,0.885,196.606,78,Pop
(GOD Must Have Spent) A Little More Time On You,‘N Sync,1999,241000,4,0.375,0.527,10,-8.422,1,0.0507,0.449,0,0.305,0.303,167.242,50,Pop
Music Of My Heart,‘N Sync and Gloria Estefan,1999,271000,4,0.375,0.556,11,-7.196,1,0.041,0.4,0,0.0956,0.397,111.827,39,Pop
Voices Carry,‘Til Tuesday,1985,263000,4,0.583,0.574,0,-9.044,1,0.0239,0.0282,0.00000214,0.114,0.578,104.995,58,Pop
Because The Night,"10,000 Maniacs",1994,204000,4,0.466,0.763,11,-7.748,0,0.0391,0.0542,0,0.119,0.473,123.539,66,Pop
Somebody’s Been Sleeping,100 Proof (Aged in Soul),1970,162000,4,0.799,0.528,11,-15.649,0,0.0731,0.0122,0.739,0.0479,0.826,148.03,13,Pop
I’m Not In Love,10cc,1975,229000,4,0.472,0.968,7,-5.322,0,0.182,0.00476,0.0019,0.361,0.158,135.953,37,Pop
The Things We Do For Love,10cc,1977,207000,4,0.637,0.528,1,-9.837,1,0.0394,0.163,0,0.122,0.781,106.949,64,Pop
Anywhere,112 featuring Lil Zane,1999,209000,4,0.475,0.936,5,-2.545,1,0.0413,0.0418,0,0.0873,0.598,151.988,57,Pop
Only You,112 featuring The Notorious B.I.G. and Mase,1996,229000,4,0.49,0.873,6,-5.861,1,0.0355,0.107,0.00000519,0.118,0.513,103.272,69,Pop
Simon Says,1910 Fruitgum Company,1968,173000,4,0.622,0.913,1,-3.701,1,0.462,0.141,0.0000271,0.12,0.546,92.222,64,Pop
Indian Giver,1910 Fruitgum Company,1969,175000,4,0.807,0.776,6,-6.397,0,0.361,0.0107,0.0000174,0.289,0.624,166.067,28,Pop
Short Dick Man,20 Fingers featuring Gillette,1995,201000,4,0.91,0.818,4,-7.438,0,0.0638,0.00439,0.0292,0.0378,0.809,127.051,47,Pop
Keep Ya Head Up,2Pac,1994,262000,4,0.598,0.732,4,-7.013,1,0.425,0.144,0,0.508,0.595,172.329,68,Pop
Anything,3T,1996,202000,4,0.388,0.291,3,-12.952,1,0.0421,0.774,0.0000193,0.0874,0.51,83.943,76,Pop
What’s Up?,4 Non Blondes,1993,231000,4,0.565,0.646,1,-4.908,1,0.0352,0.195,0,0.0937,0.654,145.966,47,Pop
Sukiyaki,4 P.M.,1995,189000,4,0.415,0.359,7,-11.094,1,0.0334,0.707,0.0000653,0.319,0.404,146.029,42,Pop
Tootsee Roll,69 Boyz,1994,261000,4,0.869,0.725,9,-12.507,0,0.256,0.0453,0,0.203,0.699,132.989,52,Pop
She’s Not Just Another Woman,8th Day,1971,186000,4,0.716,0.864,9,-4.782,0,0.192,0.257,0,0.0544,0.874,80.332,12,Pop
"Whoot,There It Is",95 South,1993,276000,4,0.783,0.498,7,-14.387,1,0.0556,0.0157,0.245,0.456,0.519,132.952,26,Pop
Invisible Man,98 Degrees,1997,168000,3,0.429,0.718,6,-11.46,1,0.0293,0.1,0.463,0.0657,0.765,104.781,42,Pop
Because Of You,98 Degrees,1999,266000,4,0.81,0.538,0,-5.783,0,0.0357,0.53,0,0.0951,0.832,109.97,74,Pop
I Do (CHERISH You),98 Degrees,1999,228000,4,0.572,0.433,8,-9.392,1,0.0373,0.655,0,0.213,0.343,80.999,62,Pop
The Hardest Thing,98 Degrees,1999,274000,4,0.721,0.498,10,-7.43,1,0.0274,0.182,0,0.0769,0.558,88.007,52,Pop
I Ran (SO Far Away),A Flock of Seagulls,1982,221000,4,0.51,0.771,2,-6.666,1,0.0341,0.000205,0.831,0.135,0.644,145.522,61,Pop
Boogie Oogie Oogie,A Taste of Honey,1978,245000,4,0.797,0.548,2,-9.228,0,0.0492,0.0401,0.0000105,0.0994,0.868,123.686,53,Pop
Sukiyaki,A Taste of Honey,1981,189000,4,0.415,0.359,7,-11.094,1,0.0334,0.707,0.0000653,0.319,0.404,146.029,43,Pop
Take On Me,a-ha,1985,225000,4,0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,88,Pop
Whole Wide World,A’me Lorain,1990,155000,4,0.729,0.447,5,-9.038,1,0.0387,0.598,0.000279,0.116,0.595,108.837,56,Pop
(AT Your Best) You Are Love,Aaliyah,1994,291000,4,0.626,0.441,9,-10.637,0,0.0308,0.761,0.0138,0.0685,0.563,78.094,62,Pop
Back & Forth,Aaliyah,1994,231000,4,0.706,0.727,5,-8.06,1,0.0317,0.0698,0.00000531,0.115,0.903,92.938,59,Pop
If Your Girl Only Knew,Aaliyah,1996,290000,4,0.841,0.741,9,-3.487,0,0.0359,0.137,0.000445,0.11,0.834,88.408,57,Pop
The One I Gave My Heart To,Aaliyah,1997,270000,4,0.702,0.493,7,-7.631,1,0.041,0.399,0,0.112,0.333,125.389,52,Pop
I Miss You,Aaron Hall,1994,167000,5,0.445,0.455,7,-6.405,1,0.0575,0.731,0.00000147,0.124,0.151,109.885,81,Pop
Tell It Like It Is,Aaron Neville,1967,162000,3,0.644,0.375,2,-10.588,0,0.0284,0.702,0,0.111,0.629,94.257,61,Pop
Everybody Plays The Fool,Aaron Neville,1991,202000,4,0.485,0.641,3,-8.752,1,0.0418,0.704,0.0000992,0.159,0.855,168.645,46,Pop
Waterloo,ABBA,1974,168000,4,0.445,0.949,2,-4.682,1,0.0471,0.395,0.00000818,0.0902,0.653,147.604,75,Pop
The Winner Takes It All,ABBA,1981,294000,4,0.454,0.788,6,-6.748,1,0.0371,0.574,0.000766,0.0859,0.52,126.15,75,Pop
Be Near Me,ABC,1985,219000,4,0.719,0.589,5,-11.87,1,0.0302,0.128,0.1,0.13,0.819,124.685,41,Pop
When Smokey Sings,ABC,1987,259000,4,0.732,0.765,5,-8.75,1,0.0287,0.0505,0.0798,0.169,0.876,126.186,49,Pop
How Long?,Ace,1975,200000,4,0.845,0.561,1,-5.253,0,0.0778,0.211,0.00000349,0.0383,0.811,109.974,71,Pop
New York Groove,Ace Frehley,1979,183000,4,0.826,0.608,4,-8.442,1,0.162,0.61,0.000164,0.116,0.846,95.085,57,Pop
All That She Wants,Ace of Base,1994,211000,4,0.798,0.625,11,-9.689,1,0.0548,0.00547,0.0000798,0.103,0.858,93.764,76,Pop
Don’t Turn Around,Ace of Base,1994,230000,4,0.745,0.771,4,-8.231,0,0.0755,0.00104,0.387,0.0574,0.752,95.623,58,Pop
The Sign,Ace of Base,1994,340000,4,0.516,0.595,5,-4.63,1,0.0313,0.0275,0,0.109,0.222,119.972,82,Pop
Beautiful Life,Ace of Base,1996,215000,4,0.474,0.894,2,-4.443,0,0.0629,0.000262,0.000146,0.088,0.399,89.992,64,Pop
Cruel Summer,Ace of Base,1998,178000,4,0.552,0.702,9,-5.707,1,0.157,0.117,0.0000206,0.105,0.564,169.994,92,Pop
Stranger On The Shore,Acker Bilk,1962,198000,4,0.265,0.379,10,-11.017,1,0.0312,0.293,0.808,0.207,0.322,72.89,42,Pop
Goody Two-Shoes,Adam Ant,1983,209000,4,0.624,0.991,1,-3.467,0,0.135,0.0289,0.0107,0.0477,0.535,95.472,51,Pop
Theme From Mission: Impossible,Adam Clayton and Larry Mullen,1996,51000,4,0.299,0.571,5,-8.949,0,0.0395,0.318,0.137,0.0452,0.764,89.642,55,Pop
Take Good Care Of Her,Adam Wade,1961,149000,3,0.378,0.253,8,-12.243,1,0.036,0.912,0,0.109,0.423,100.053,34,Pop
The Writing On The Wall,Adam Wade,1961,272000,3,0.316,0.505,1,-9.047,0,0.0456,0.365,0,0.237,0.459,204.479,62,Pop
Freak Like Me,Adina Howard,1995,253000,4,0.655,0.837,11,-6.04,0,0.0723,0.0262,0.00000585,0.0454,0.66,91.014,58,Pop
Dream On,Aerosmith,1976,267000,4,0.392,0.476,1,-7.583,1,0.0249,0.397,0.000163,0.309,0.234,78.031,82,Pop
Walk This Way,Aerosmith,1977,220000,4,0.653,0.73,5,-10.613,1,0.0429,0.0115,0.0000102,0.0776,0.894,108.709,74,Pop
Angel,Aerosmith,1988,235000,4,0.74,0.766,6,-2.939,1,0.178,0.116,0,0.0406,0.807,170.531,75,Pop
Love In An Elevator,Aerosmith,1989,321000,4,0.449,0.961,4,-4.305,1,0.0701,0.00854,0.00276,0.343,0.602,93.956,54,Pop
Janie’s Got A Gun,Aerosmith,1990,328000,4,0.622,0.829,5,-4.76,1,0.0296,0.0721,0.000286,0.179,0.415,115.491,43,Pop
What It Takes,Aerosmith,1990,201000,4,0.672,0.655,10,-5.021,0,0.031,0.0362,0,0.117,0.555,134.948,82,Pop
Cryin’,Aerosmith,1993,201000,4,0.543,0.808,10,-5.484,1,0.0407,0.0000719,0.00336,0.114,0.472,95.19,65,Pop
Livin’ On The Edge,Aerosmith,1993,381000,4,0.341,0.862,2,-4.256,1,0.032,0.000437,0.563,0.218,0.29,84.42,58,Pop
Amazing,Aerosmith,1994,238000,4,0.588,0.554,8,-8.406,1,0.0545,0.216,0.118,0.0619,0.496,146.133,62,Pop
Crazy,Aerosmith,1994,236000,4,0.646,0.77,2,-6.596,0,0.226,0.00249,0,0.0715,0.681,99.165,78,Pop
I Don’t Want To Miss A Thing,Aerosmith,1998,299000,4,0.39,0.649,2,-5.163,1,0.0345,0.172,0,0.216,0.144,121.161,74,Pop
Can’t Stop,After 7,1990,237000,4,0.669,0.832,0,-5.721,1,0.0682,0.0106,0,0.0968,0.7,113.035,73,Pop
Ready Or Not,After 7,1990,200000,4,0.715,0.872,2,-3.835,1,0.0509,0.00351,0.0000384,0.107,0.748,93.043,68,Pop
Der Kommissar,After the Fire,1983,337000,4,0.694,0.716,7,-7.468,1,0.0513,0.00909,0.000814,0.0772,0.889,121.427,45,Pop
All Out Of Love,Air Supply,1980,243000,4,0.513,0.262,0,-16.875,1,0.0276,0.313,0.00000551,0.456,0.357,108.383,73,Pop
Lost In Love,Air Supply,1980,246000,3,0.45,0.465,0,-7.034,1,0.0413,0.3,0,0.132,0.342,103.522,63,Pop
Every Woman In The World,Air Supply,1981,209000,4,0.393,0.312,9,-16.918,1,0.0366,0.307,0,0.134,0.362,156.361,63,Pop
Here I Am (JUST When I Thought I Was Over You),Air Supply,1981,230000,4,0.344,0.466,0,-8.453,1,0.0255,0.534,0.0000161,0.569,0.132,137.974,65,Pop
The One That You Love,Air Supply,1981,259000,4,0.396,0.479,5,-8.072,1,0.0268,0.728,0.00000951,0.102,0.184,109.973,61,Pop
Even The Nights Are Better,Air Supply,1982,237000,4,0.434,0.507,5,-10.422,1,0.0358,0.565,0,0.161,0.236,115.309,64,Pop
Sweet Dreams,Air Supply,1982,173000,4,0.71,0.57,2,-4.99,0,0.0295,0.251,0.000306,0.117,0.486,75.036,77,Pop
Making Love Out Of Nothing At All,Air Supply,1983,341000,4,0.388,0.72,7,-5.541,1,0.033,0.202,0.000288,0.283,0.554,141.283,71,Pop
Nite And Day,Al B. Sure!,1988,238000,4,0.655,0.477,1,-9.616,0,0.0421,0.029,0.000221,0.0518,0.642,92.097,56,Pop
Tired Of Being Alone,Al Green,1971,172000,4,0.772,0.397,7,-8.585,1,0.0391,0.339,0.00541,0.0753,0.617,97.964,69,Pop
I’m Still In Love With You,Al Green,1972,177000,4,0.771,0.536,2,-9.867,1,0.151,0.2,0.00000188,0.0766,0.899,81.343,43,Pop
Let’s Stay Together,Al Green,1972,199000,4,0.756,0.401,7,-10.702,0,0.0526,0.582,0.011,0.0541,0.514,101.954,76,Pop
Look What You Done For Me,Al Green,1972,185000,4,0.604,0.568,10,-8.555,1,0.0447,0.371,0.00000318,0.182,0.818,95.672,41,Pop
Call Me (COME Back Home),Al Green,1973,184000,4,0.683,0.392,10,-13.213,1,0.0293,0.596,0.00000343,0.227,0.679,99.79,42,Pop
Here I Am (COME And Take Me),Al Green,1973,242000,4,0.802,0.621,5,-7.932,0,0.0377,0.0975,0.0256,0.0627,0.81,95.906,56,Pop
You Ought To Be With Me,Al Green,1973,199000,4,0.711,0.44,7,-11.501,0,0.0332,0.472,0.000149,0.131,0.577,107.603,41,Pop
We’re In This Love Together,Al Jarreau,1981,226000,4,0.597,0.323,5,-15.648,1,0.0495,0.564,0.0000233,0.628,0.627,79.398,10,Pop
Here in My Heart,Al Martino,1952,180000,4,0.633,0.614,9,-7.282,1,0.0247,0.34,0,0.15,0.38,85.981,49,Pop
I Love You Because,Al Martino,1963,165000,4,0.557,0.152,5,-16.91,1,0.0319,0.912,0.00000441,0.0906,0.457,110.879,49,Pop
I Love You More And More Every Day,Al Martino,1964,135000,4,0.476,0.219,8,-13.406,1,0.0296,0.492,0,0.201,0.595,103.496,39,Pop
Year Of The Cat,Al Stewart,1977,400000,4,0.54,0.634,4,-9.165,0,0.0346,0.016,0.0098,0.118,0.546,116.461,55,Pop
Time Passages,Al Stewart,1979,403000,4,0.694,0.649,3,-7.176,1,0.0281,0.357,0.00258,0.0868,0.603,111.98,49,Pop
Show And Tell,Al Wilson,1974,207000,4,0.37,0.418,2,-11.305,1,0.0266,0.303,0,0.0832,0.926,177.576,46,Pop
Undercover Angel,Alan O’Day,1977,211000,4,0.673,0.662,5,-7.021,1,0.04,0.226,0,0.121,0.725,98.564,33,Pop
Eye In The Sky,Alan Parsons Project,1982,276000,4,0.823,0.417,2,-12.643,1,0.032,0.562,0.00098,0.0765,0.522,111.928,72,Pop
Ironic,Alanis Morissette,1996,230000,5,0.408,0.582,11,-8.305,1,0.0508,0.218,0,0.159,0.365,114.926,75,Pop
Black Velvet,Alannah Myles,1990,287000,4,0.75,0.366,8,-10.07,1,0.0321,0.271,0.0000957,0.106,0.477,91.138,72,Pop
It Never Rains In Southern California,Albert Hammond,1973,233000,4,0.626,0.565,9,-10.027,1,0.0271,0.124,0,0.0811,0.924,116.61,66,Pop
More Than Words Can Say,Alias,1990,234000,4,0.412,0.376,4,-11.789,1,0.0289,0.609,0.00223,0.11,0.153,69.064,50,Pop
School’s Out,Alice Cooper,1972,210000,4,0.294,0.745,5,-9.138,1,0.0461,0.05,0.125,0.676,0.347,134.364,68,Pop
Only Women Bleed,Alice Cooper,1975,210000,4,0.334,0.476,7,-8.497,1,0.0308,0.535,0.019,0.278,0.189,147.532,44,Pop
I Never Cry,Alice Cooper,1977,224000,4,0.553,0.284,0,-15.602,1,0.0317,0.45,0.00000348,0.114,0.374,136.112,47,Pop
You And Me,Alice Cooper,1977,195000,3,0.459,0.427,7,-7.734,1,0.0267,0.114,0,0.168,0.354,139.902,75,Pop
How You Gonna See Me Now,Alice Cooper,1979,235000,4,0.544,0.336,5,-14.413,1,0.038,0.458,0.00000348,0.133,0.298,136.516,43,Pop
I Love The Nightlife,Alicia Bridges,1978,187000,4,0.693,0.708,0,-7.816,1,0.031,0.309,0.00305,0.0857,0.949,125.315,48,Pop
"Tighter,Tighter",Alive N Kickin’,1970,168000,4,0.407,0.826,8,-10.014,0,0.053,0.0409,0.00014,0.0486,0.794,162.032,41,Pop
Never Ever,All Saints,1998,136000,4,0.622,0.542,7,-6.215,0,0.051,0.387,0,0.114,0.939,174.494,65,Pop
I Swear,All-4-One,1994,200000,4,0.59,0.572,4,-4.684,1,0.0266,0.843,0.229,0.33,0.924,89.721,60,Pop
